client_id,client_type,first_name,last_name,age,satisfaction_score,property_count,total_spent,avg_price,cluster
C0352,Individual,Judith,Williams,,3,3,1339830.04,446610.01333333337,3
C0353,Individual,Anna,Murray,,2,3,889855.16,296618.38666666666,1
C0354,Individual,Kimberly,Turner,,4,3,962196.6000000001,320732.2,1
C0355,Individual,Henry,Alexander,,1,3,1029593.97,343197.99,1
C0356,Individual,Andrea,Kim,49.9958932238193,3,4,964351.9,241087.975,1
C0357,Individual,Danielle,Griffin,38.15468856947297,3,3,970629.22,323543.0733333333,1
C0358,Individual,Katherine,Griffin,,3,3,1150919.74,383639.91333333333,3
C0359,Individual,Julie,Cooper,75.23887748117727,1,3,1098189.8900000001,366063.2966666667,3
C0360,Individual,Laura,Baker,77.73579739904176,2,4,1978026.48,494506.62,3
C0361,Individual,Nicholas,Miller,67.73990417522245,1,4,1468372.25,367093.0625,3
C0362,Individual,Betty,Moore,25.744010951403148,4,3,1129669.4,376556.4666666666,3
C0363,Individual,Christine,Edwards,,2,4,1232301.44,308075.36,1
C0364,Individual,George,Gray,82.25872689938399,2,4,1492505.18,373126.295,3
C0365,Individual,Brandon,Morales,64.31211498973306,5,3,951259.9,317086.63333333336,1
C0366,Individual,Keith,Long,,4,3,1420135.32,473378.44,3
C0367,Individual,Samuel,Collins,,4,4,1662617.88,415654.47,3
C0368,Individual,Betty,Scott,33.81519507186858,4,4,1494552.45,373638.1125,3
C0369,Individual,Helen,Murray,71.67693360711841,2,4,1586439.08,396609.77,3
C0370,Individual,Michelle,Brooks,,1,4,1613633.3900000001,403408.34750000003,3
C0371,Individual,Ryan,Moore,,3,3,827208.61,275736.2033333333,1
C0372,Individual,Teresa,Nelson,,1,3,1280128.06,426709.35333333333,3
C0373,Individual,Karen,Morales,,2,3,1047277.1799999999,349092.3933333333,1
C0374,Individual,Madison,Hughes,32.57494866529774,4,4,916825.86,229206.465,1
C0375,Individual,Kyle,Thompson,,4,3,1178580.6400000001,392860.2133333334,3
C0376,Individual,Shirley,Smith,,3,3,1182808.29,394269.43,3
C0377,Individual,Charles,Patterson,,4,3,822780.32,274260.10666666663,1
C0378,Individual,Heather,Anderson,,3,3,812387.51,270795.83666666667,1
C0379,Company,Optima,Co,,2,4,1254919.3599999999,313729.83999999997,2
C0380,Individual,Evelyn,Chavez,,3,3,939708.87,313236.29,1
C0381,Individual,David,Gray,65.40451745379877,5,3,878913.19,292971.0633333333,1
C0382,Individual,Nicholas,Garcia,50.82546201232033,1,3,980139.25,326713.0833333333,1
C0383,Company,Novex,Co,40.56947296372348,3,4,968070.64,242017.66,2
C0384,Individual,Amy,Stewart,,3,3,1010761.74,336920.58,1
C0385,Individual,Douglas,Owens,57.39356605065024,4,3,1289646.4100000001,429882.1366666667,3
C0386,Individual,Carol,Stewart,,2,3,1633972.21,544657.4033333333,3
C0387,Individual,Jessica,Owens,,2,4,1992983.55,498245.8875,3
C0388,Individual,Zachary,Cox,,4,3,961894.92,320631.64,1
C0389,Individual,Ronald,Stone,,3,4,1261549.0899999999,315387.27249999996,1
C0390,Individual,Steven,Griffin,,2,4,1678762.0699999998,419690.51749999996,3
C0391,Individual,Heather,Long,59.56194387405886,5,3,1035012.9099999999,345004.3033333333,1
C0392,Individual,Katherine,Adams,,2,4,1015830.03,253957.5075,1
C0393,Individual,Nicole,Allen,37.99041752224504,4,4,1616556.78,404139.195,3
C0394,Individual,Shirley,Foster,,3,4,1258840.0,314710.0,3
C0395,Individual,Deborah,Chavez,,1,3,1153134.48,384378.16,3
C0396,Individual,Charles,Allen,,5,4,1181447.25,295361.8125,1
C0397,Individual,Hannah,Williams,,5,3,793543.27,264514.42333333334,1
C0398,Individual,Jennifer,Alexander,,1,4,1186693.85,296673.4625,1
C0399,Individual,Albert,Kim,41.987679671457904,4,4,1229057.49,307264.3725,1
C0400,Individual,Brandon,Anderson,,4,4,1360152.99,340038.2475,3
C0401,Individual,Brian,Anderson,,5,4,1020913.0700000001,255228.26750000002,1
C0402,Individual,Brenda,Garcia,,5,3,1054166.95,351388.98333333334,1
C0403,Individual,Jennifer,Adams,,1,3,878792.98,292930.99333333335,1
C0404,Individual,Sara,Cook,49.497604380561256,1,3,731788.96,243929.65333333332,1
C0405,Company,Horizon,Co,,1,4,1310963.25,327740.8125,2
C0406,Individual,Christine,Brown,,3,4,1317165.12,329291.28,3
C0407,Individual,Lisa,Freeman,,2,4,1254494.91,313623.7275,1
C0408,Individual,Tyler,Rogers,49.333333333333336,3,3,1320497.01,440165.67,3
C0409,Individual,Timothy,Reyes,,1,4,1816669.2,454167.3,3
C0410,Individual,Diane,Johnson,,5,3,1021706.02,340568.67333333334,3
C0411,Individual,Amanda,Moore,43.07460643394935,2,3,896987.21,298995.73666666663,1
C0412,Individual,Karen,Richardson,,5,3,1100376.25,366792.0833333333,3
C0413,Individual,Brandon,Smith,85.90006844626969,3,4,1769126.22,442281.555,3
C0414,Individual,Brandon,Reed,63.493497604380565,4,4,1412148.94,353037.235,3
C0415,Individual,Grace,Turner,45.90554414784394,5,4,1305928.3499999999,326482.08749999997,1
C0416,Company,Bravada,Co,,5,3,1059532.51,353177.50333333336,2
C0417,Individual,Peter,Collins,78.50513347022587,2,3,1354773.96,451591.32,3
C0418,Individual,Douglas,Howard,,5,4,1629486.83,407371.7075,3
C0419,Individual,Jack,Hansen,63.58658453114305,3,4,1174012.19,293503.0475,1
C0420,Individual,Debra,Reyes,32.41615331964408,5,3,1260096.1600000001,420032.0533333334,3
C0421,Individual,Zachary,Cox,,5,4,1495763.3699999999,373940.84249999997,3
C0422,Company,Telnox,Co,,1,4,1653171.62,413292.905,2
C0423,Individual,Rachel,Sanders,,1,3,1068716.19,356238.73,1
C0424,Individual,Sarah,Stewart,27.50171115674196,1,3,1034036.3,344678.76666666666,1
C0425,Individual,Gerald,Wright,61.23477070499658,2,3,1256932.48,418977.49333333335,3
C0426,Individual,Julie,Brown,72.65982203969884,4,3,890250.61,296750.2033333333,1
C0427,Individual,Sarah,Peterson,31.745379876796715,4,4,1457016.31,364254.0775,3
C0428,Individual,Gloria,Rogers,,3,4,984451.32,246112.83,1
C0429,Individual,Danielle,Stone,30.581793292265573,3,4,1503904.1600000001,375976.04000000004,3
C0430,Individual,Roger,Wood,51.66598220396988,2,3,931141.96,310380.6533333333,1
C0431,Individual,Austin,King,57.08418891170431,5,4,1544751.33,386187.8325,3
C0432,Company,Grandis,Co,,5,4,1277850.15,319462.5375,2
C0433,Individual,Ruth,Hughes,57.256673511293634,2,4,1937061.37,484265.3425,3
C0434,Individual,Amanda,Sanders,,5,3,1364889.24,454963.08,3
C0435,Individual,Sara,Richardson,,5,3,908970.34,302990.11333333334,1
C0436,Individual,Brandon,Jones,54.064339493497606,2,4,1327594.64,331898.66,1
C0437,Individual,Danielle,James,35.66598220396988,1,3,657032.8200000001,219010.94000000003,1
C0438,Individual,Gregory,Collins,43.65503080082136,1,4,1458641.1,364660.275,3
C0439,Individual,Larry,Thompson,70.24229979466119,2,3,1273328.62,424442.87333333335,3
C0440,Individual,Lawrence,Parker,,1,3,703498.83,234499.61,1
C0441,Individual,Joan,Foster,45.67556468172484,1,4,1525849.55,381462.3875,3
C0442,Individual,Sarah,Hansen,,3,4,1707466.97,426866.7425,3
C0443,Individual,Noah,Foster,,1,3,1355839.1,451946.3666666667,3
C0444,Individual,Jennifer,Martin,,2,4,1054514.54,263628.635,1
C0445,Individual,Michelle,Evans,30.562628336755647,2,4,1425691.63,356422.9075,3
C0446,Individual,Douglas,Thomas,71.34017796030116,2,3,1024655.04,341551.68,1
C0447,Individual,Patricia,Johnson,,2,3,1543592.15,514530.7166666666,3
C0448,Individual,Mark,White,45.98494182067078,2,3,942066.48,314022.16,1
C0449,Individual,Jordan,King,,2,3,1418922.44,472974.14666666667,3
C0450,Individual,Matthew,Jackson,,3,4,1555297.3699999999,388824.34249999997,3
C0451,Individual,Larry,Anderson,,5,4,1665967.4100000001,416491.85250000004,3
C0452,Individual,Brandon,Adams,,3,4,1398358.69,349589.6725,3
C0453,Individual,Carl,Wood,,1,4,1321010.76,330252.69,3
C0454,Company,Altira,Co,65.1772758384668,4,3,980683.73,326894.57666666666,2
C0455,Individual,Karen,Williams,63.34017796030116,1,4,1125726.62,281431.655,1
C0456,Individual,Virginia,Brooks,,3,3,1349210.55,449736.85000000003,3
C0457,Individual,Kenneth,Hansen,,1,3,1399940.21,466646.73666666663,3
C0458,Individual,Thomas,Turner,30.921286789869953,1,4,1382881.81,345720.4525,3
C0459,Individual,Steven,Johnson,,3,3,821716.14,273905.38,1
C0460,Individual,Amanda,Cox,,1,3,1061349.03,353783.01,1
C0461,Individual,Jonathan,Peterson,,1,3,986630.39,328876.7966666667,1
C0462,Individual,Eric,White,,2,4,1606667.68,401666.92,3
C0463,Individual,Nicholas,Garcia,,5,4,1235094.73,308773.6825,1
C0464,Individual,Gregory,Turner,51.48254620123203,5,4,1455550.0,363887.5,3
C0465,Individual,George,Carter,76.75564681724846,3,3,707799.9199999999,235933.30666666664,1
C0466,Individual,Patricia,Cox,,2,4,1228651.21,307162.8025,1
C0467,Individual,Rebecca,Chavez,74.16563997262149,1,3,976066.93,325355.64333333337,1
C0468,Individual,Raymond,Smith,,3,3,1267396.7999999998,422465.5999999999,3
C0469,Individual,Adam,Foster,,2,4,1518476.47,379619.1175,3
C0470,Individual,Joan,Anderson,,1,3,862552.54,287517.51333333337,1
C0471,Individual,Gary,Collins,,3,3,1084997.39,361665.79666666663,3
C0472,Individual,Edward,Moore,74.6694045174538,4,3,1277486.3699999999,425828.79,3
C0473,Individual,Sharon,Price,44.82135523613963,3,4,1304527.6600000001,326131.91500000004,1
C0474,Individual,Gregory,Young,30.491444216290212,1,4,962015.29,240503.8225,1
C0475,Individual,William,Brooks,,2,3,1234470.16,411490.0533333333,3
C0476,Individual,Steven,Johnson,29.166324435318277,3,4,1485303.01,371325.7525,3
C0477,Individual,Jesse,Stone,42.340862422997944,4,3,1535114.88,511704.95999999996,3
C0478,Individual,Ashley,Garcia,85.83983572895278,4,3,774892.79,258297.59666666668,1
C0479,Individual,Virginia,Wright,48.16427104722793,2,4,1172782.93,293195.7325,1
C0480,Individual,Scott,Bryant,,4,4,1033261.03,258315.2575,1
C0481,Individual,Sean,Williams,49.478439425051334,3,4,1365460.24,341365.06,3
C0482,Individual,Deborah,Brown,45.65639972621492,3,3,1006132.77,335377.59,1
C0483,Individual,Kevin,Jackson,40.57221081451061,1,3,881113.79,293704.5966666667,1
C0484,Individual,Janet,Wright,,3,4,1313240.67,328310.1675,1
C0485,Individual,Julia,Morales,34.6611909650924,2,3,1000841.1799999999,333613.7266666666,3
C0486,Individual,Billy,Carter,,2,3,1090587.66,363529.22,3
C0487,Individual,Jessica,Williams,,5,4,1576272.71,394068.1775,3
C0488,Individual,Megan,Jackson,47.069130732375086,4,4,1218265.3599999999,304566.33999999997,1
C0489,Individual,Austin,Jordan,75.9917864476386,2,3,1025274.77,341758.25666666665,1
C0490,Individual,Emily,Wright,,5,3,1292367.93,430789.31,3
C0491,Individual,Noah,White,84.83230663928816,2,3,1106379.8,368793.26666666666,3
C0492,Individual,Raymond,Price,26.078028747433265,3,4,1300917.1,325229.275,3
C0493,Individual,Tyler,Hughes,71.9151266255989,3,4,1312198.98,328049.745,1
C0494,Individual,Grace,Carter,35.83846680355921,3,4,1052676.65,263169.1625,1
C0495,Individual,Jerry,Hall,,5,4,1246742.44,311685.61,1
C0496,Individual,Billy,Reyes,36.41615331964408,4,4,1120376.44,280094.11,1
C0497,Individual,Emma,Stewart,41.33607118412046,4,3,1330684.99,443561.66333333333,3
C0498,Individual,Nancy,Collins,,2,3,1007455.29,335818.43,1
C0499,Individual,Lisa,Patterson,80.31485284052019,3,3,897769.81,299256.60333333333,1
C0500,Individual,Dennis,Howard,,4,3,1294944.52,431648.17333333334,3
C0501,Individual,Kenneth,Jackson,30.562628336755647,5,4,1741166.27,435291.5675,3
C0502,Individual,Madison,Gray,,4,4,1537989.75,384497.4375,3
C0503,Individual,Keith,Peterson,,2,4,1432167.34,358041.835,3
C0504,Individual,Jeffrey,Green,,2,4,1367188.58,341797.145,1
C0505,Individual,Katherine,Wilson,,3,3,1043535.21,347845.07,1
C0506,Individual,Albert,Stone,58.92128678986995,5,3,1122203.03,374067.6766666667,3
C0507,Individual,Mark,Morales,,3,3,1062656.6099999999,354218.86999999994,3
C0508,Individual,Grace,Weaver,56.41067761806981,5,3,833710.06,277903.35333333333,1
C0509,Individual,Aaron,Cook,70.17385352498289,3,4,1687930.25,421982.5625,3
C0510,Individual,Samantha,Evans,,1,3,1094232.67,364744.2233333333,3
C0511,Individual,Christine,Parker,,2,3,1090537.6,363512.5333333334,3
C0512,Individual,Hannah,Flores,,1,3,1448158.1400000001,482719.38000000006,3
C0513,Individual,Christian,Morales,27.247091033538673,2,3,974596.63,324865.54333333333,1
C0514,Individual,Rebecca,Evans,,1,4,1528027.54,382006.885,3
C0515,Individual,Melissa,Patterson,62.729637234770706,1,4,1561824.93,390456.2325,3
C0516,Individual,Lawrence,Nelson,,3,4,1437837.49,359459.3725,3
C0517,Individual,Harold,Thompson,,5,4,1115807.0,278951.75,1
C0518,Company,Lumina,Co,,3,4,1633111.65,408277.9125,2
C0519,Individual,Madison,Freeman,50.6694045174538,3,3,981719.26,327239.75333333336,1
C0520,Individual,Helen,White,56.31211498973306,3,3,1033523.16,344507.72000000003,1
C0521,Individual,Stephanie,Allen,59.175906913073234,3,4,1074306.5,268576.625,1
C0522,Individual,Nicole,Campbell,,5,3,993023.13,331007.71,1
C0523,Individual,Cynthia,Hansen,,2,3,928962.95,309654.31666666665,1
C0524,Individual,Harold,Thompson,,3,3,801104.6900000001,267034.89666666667,1
C0525,Individual,Frank,Gray,75.98083504449008,4,4,1629457.52,407364.38,3
C0526,Individual,Harold,Green,,5,3,1301139.77,433713.25666666665,3
C0527,Individual,Andrew,Baker,,2,3,1138099.7,379366.56666666665,3
C0528,Individual,Benjamin,Davis,25.82067077344285,2,3,1118472.87,372824.29000000004,3
C0529,Individual,Paul,Jordan,,4,4,1268138.95,317034.7375,1
C0530,Individual,Patricia,Reed,73.74127310061601,2,4,1559124.69,389781.1725,3
C0531,Individual,Emily,White,,1,4,1911300.7799999998,477825.19499999995,3
C0532,Individual,Lauren,Moore,46.8145106091718,2,4,1075202.77,268800.6925,1
C0533,Individual,Jeffrey,Williams,62.7460643394935,1,4,990028.19,247507.0475,1
C0534,Individual,Bryan,Miller,,1,3,1133195.2,377731.73333333334,3
C0535,Individual,Judith,Allen,,3,3,1299053.94,433017.98,3
C0536,Individual,Brittany,Weaver,,5,3,983106.8400000001,327702.28,1
C0537,Individual,Carl,Baker,,2,4,1490327.5,372581.875,3
C0538,Individual,Richard,Pierce,,1,4,1206897.7000000002,301724.42500000005,1
C0539,Individual,Lawrence,Bryant,,1,4,1645321.2,411330.3,3
C0540,Individual,Anna,Long,,3,3,494173.31,164724.43666666668,1
C0541,Individual,Anthony,Garcia,,3,4,1721673.54,430418.385,3
C0542,Company,Lumina,Co,,3,4,1195819.4,298954.85,2
C0543,Individual,Joan,Parker,,2,3,753145.67,251048.55666666667,1
C0544,Individual,Kevin,White,,2,4,1636756.28,409189.07,3
C0545,Individual,Paul,Griffin,83.83572895277207,1,3,1260126.39,420042.12999999995,3
C0546,Individual,Samuel,Flores,,4,3,795528.06,265176.02,1
C0547,Individual,Diane,Allen,,2,4,1178457.95,294614.4875,1
C0548,Individual,Christopher,Foster,46.1492128678987,2,3,1047476.9299999999,349158.9766666666,3
C0549,Individual,Daniel,Sanders,,4,3,941219.76,313739.92,1
C0550,Company,Vertex,Co,59.15674195756331,1,4,1414568.09,353642.0225,2
C0551,Individual,Billy,Freeman,,4,3,1007397.56,335799.1866666667,1
C0552,Individual,Kyle,Cook,,3,3,1141476.56,380492.1866666667,3
C0553,Individual,James,Bell,,3,3,821534.9400000001,273844.98000000004,1
C0554,Individual,Carl,Moore,,1,4,1643592.85,410898.2125,3
C0555,Individual,Aaron,Nelson,,4,3,1064533.27,354844.42333333334,3
C0556,Individual,Zachary,Sanders,,5,3,1335478.18,445159.3933333333,3
C0557,Individual,Judy,Griffin,,2,3,733161.98,244387.32666666666,1
C0558,Individual,Cheryl,Wood,,3,3,1033995.96,344665.32,1
C0559,Company,Corvus,Co,,5,4,1004028.87,251007.2175,2
C0560,Individual,Janice,Nelson,,3,3,1433718.12,477906.04000000004,3
C0561,Company,Bravada,Co,,3,4,1589252.43,397313.1075,2
C0562,Individual,Judy,Peterson,,5,4,1423675.7200000002,355918.93000000005,3
C0563,Individual,William,Howard,,2,4,1012807.9299999999,253201.98249999998,1
C0564,Individual,Scott,Adams,73.75496235455168,1,3,1135017.6,378339.2,3
C0565,Individual,Austin,Wood,,1,3,1043494.3200000001,347831.44,3
C0566,Individual,Janice,Miller,25.48665297741273,4,4,1167701.9,291925.475,1
C0567,Individual,Megan,Chavez,72.65982203969884,2,4,1869286.1,467321.525,3
C0568,Individual,Timothy,Wright,72.75017111567419,3,3,944335.88,314778.62666666665,1
C0569,Individual,Mary,Cook,54.49965776865161,5,3,1384749.3,461583.10000000003,3
C0570,Individual,Hannah,Peterson,61.00479123887748,5,4,1527210.47,381802.6175,3
C0571,Individual,Adam,Chavez,59.9233401779603,3,4,1549969.49,387492.3725,3
C0572,Individual,Ann,Johnson,32.56125941136208,5,4,1519677.44,379919.36,3
C0573,Company,Altira,Co,,4,3,785842.76,261947.58666666667,2
C0574,Individual,Gerald,Cox,,2,4,1261906.32,315476.58,1
C0575,Individual,Brian,Hansen,,2,3,1018391.27,339463.75666666665,1
C0576,Individual,Terry,Reyes,,1,3,1047406.79,349135.5966666667,1
C0577,Individual,Christopher,Miller,,3,3,693899.0099999999,231299.66999999995,1
C0578,Individual,Lauren,Rogers,,5,3,707276.53,235758.84333333335,1
C0579,Individual,Christopher,Ward,84.75017111567419,3,3,1198428.6400000001,399476.2133333334,3
C0580,Individual,Heather,Watson,77.59069130732375,2,4,2158954.7800000003,539738.6950000001,3
C0581,Individual,Kimberly,Stewart,,5,4,1029755.56,257438.89,1
C0582,Individual,Teresa,Pierce,86.31622176591375,3,3,708559.1499999999,236186.3833333333,1
C0583,Individual,Kevin,Scott,,2,4,1237228.18,309307.045,1
C0584,Individual,Janice,Taylor,43.58658453114305,5,3,1135691.62,378563.87333333335,3
C0585,Individual,Anthony,Edwards,65.3223819301848,3,4,1003690.1799999999,250922.54499999998,1
C0586,Individual,Noah,Morales,,2,3,1226524.31,408841.4366666667,3
C0587,Individual,Pamela,Richardson,,4,4,1093439.8399999999,273359.95999999996,1
C0588,Individual,Janice,White,,2,4,1495976.1400000001,373994.03500000003,3
C0589,Individual,Christopher,Williams,,5,4,1982246.22,495561.555,3
C0590,Individual,Arthur,Campbell,,2,4,1105388.8900000001,276347.22250000003,1
C0591,Individual,Dorothy,Long,57.752224503764545,1,3,1336217.65,445405.8833333333,3
C0592,Individual,Roger,Moore,54.247775496235455,2,3,787516.58,262505.5266666667,1
C0593,Individual,Elizabeth,Carter,73.82340862422998,2,4,2012063.38,503015.845,3
C0594,Individual,Diane,Patterson,83.84120465434634,1,3,1137572.87,379190.9566666667,3
C0595,Individual,Anna,Murray,59.663244353182755,3,3,914304.97,304768.3233333333,1
C0596,Individual,Gerald,Phillips,,4,4,1094771.49,273692.8725,1
C0597,Individual,Peter,King,,2,3,976844.1699999999,325614.7233333333,1
C0598,Individual,Jacob,Gray,,4,4,1398930.7000000002,349732.67500000005,3
C0599,Individual,Jennifer,Turner,,2,3,1162815.78,387605.26,3
C0600,Individual,Thomas,King,,1,3,917709.61,305903.2033333333,1
C0601,Individual,Lisa,Nelson,,4,4,1700411.72,425102.93,3
C0602,Individual,Albert,Hayes,,4,4,905508.82,226377.205,1
C0603,Individual,Diane,Thompson,32.407939767282684,4,4,1218095.3,304523.825,1
C0604,Individual,Danielle,Montgomery,,1,3,791133.03,263711.01,1
C0605,Individual,Nathan,Flores,,4,4,1407314.33,351828.5825,3
C0606,Individual,Carolyn,Stone,,1,3,1070969.53,356989.8433333333,1
C0607,Individual,Daniel,Edwards,,1,3,1125230.1199999999,375076.7066666666,3
C0608,Individual,Jerry,Adams,,4,4,1201411.56,300352.89,1
C0609,Individual,Julia,Richardson,,4,4,1307567.64,326891.91,3
C0610,Individual,Ann,Owens,56.07118412046543,4,3,1178597.68,392865.8933333333,3
C0611,Individual,Jacob,Price,75.49623545516769,4,4,1142671.94,285667.985,1
C0612,Individual,Kevin,Wood,,4,4,1671846.3,417961.575,3
C0613,Individual,Cynthia,Cox,30.67488021902806,4,3,1186019.52,395339.84,3
C0614,Individual,George,Bryant,54.40930869267625,3,4,1025958.38,256489.595,1
C0615,Individual,Jordan,King,69.39356605065024,2,4,919002.01,229750.5025,1
C0616,Individual,Julie,Brooks,,1,3,1013364.3,337788.10000000003,1
C0617,Individual,Carolyn,Evans,39.66050650239562,5,3,766861.21,255620.40333333332,1
C0618,Individual,Austin,Taylor,58.06707734428473,3,3,982803.0,327601.0,1
C0619,Individual,Heather,Morales,,4,3,1411977.41,470659.13666666666,3
C0620,Individual,Sarah,Howard,,3,3,1532429.29,510809.76333333337,3
C0621,Individual,Jonathan,Turner,,3,3,791609.11,263869.7033333333,1
C0622,Individual,Katherine,Ward,38.65571526351814,2,3,869334.73,289778.24333333335,1
C0623,Individual,Jonathan,Adams,,3,4,1410333.45,352583.3625,3
C0624,Individual,Carl,Jordan,25.754962354551676,3,3,1215611.54,405203.8466666667,3
C0625,Individual,Deborah,Hayes,42.91033538672142,2,4,1000166.88,250041.72,1
C0626,Individual,Sara,Jones,,2,3,1061694.1300000001,353898.0433333334,1
C0627,Individual,Katherine,Johnson,25.574264202600958,3,4,1870806.42,467701.605,3
C0628,Individual,Arthur,Campbell,,3,4,1623109.63,405777.4075,3
C0629,Individual,Maria,Richardson,79.9069130732375,2,3,961721.77,320573.92333333334,1
C0630,Individual,Stephen,Roberts,,2,4,1308077.6099999999,327019.40249999997,3
C0631,Individual,Dorothy,Flores,59.48254620123203,5,4,1534891.22,383722.805,3
C0632,Individual,Thomas,Nelson,,4,4,1146845.98,286711.495,1
C0633,Individual,Ann,Owens,85.06502395619438,3,4,1207516.26,301879.065,1
C0634,Individual,Justin,Ward,,4,3,1181693.63,393897.87666666665,3
C0635,Individual,Kimberly,King,,5,3,1375700.03,458566.6766666667,3
C0636,Individual,Kathleen,Rogers,45.56605065023956,5,4,981810.0800000001,245452.52000000002,1
C0637,Individual,Catherine,Stone,,2,4,1602478.07,400619.5175,3
C0638,Individual,Jason,King,51.331964407939765,5,4,1347045.42,336761.355,3
C0639,Individual,Mark,Campbell,65.25667351129364,3,3,861670.72,287223.5733333333,1
C0640,Individual,Emily,Thompson,59.26351813826147,3,3,772950.1699999999,257650.05666666664,1
C0641,Company,Zynex,Co,,2,3,1217213.26,405737.75333333336,2
C0642,Individual,Julia,Reyes,,4,3,1027140.61,342380.2033333333,1
C0643,Individual,Samantha,Richardson,52.0848733744011,5,3,928645.01,309548.33666666667,1
C0644,Individual,Teresa,Johnson,,4,3,1549624.23,516541.41,3
C0645,Individual,Arthur,Cox,,2,3,731453.53,243817.84333333335,1
C0646,Individual,Cynthia,Campbell,,5,3,1325311.83,441770.61000000004,3
C0647,Individual,Victoria,Green,80.32580424366871,4,4,2115520.42,528880.105,3
C0648,Individual,Stephanie,Reed,27.260780287474333,1,4,1142985.38,285746.345,1
C0649,Individual,Patricia,Mitchell,31.263518138261464,4,4,1401448.51,350362.1275,3
C0650,Company,Polaris,Co,,3,3,799742.26,266580.75333333336,2
C0651,Company,Horizon,Co,,1,4,1077094.73,269273.6825,2
C0652,Individual,Heather,Johnson,32.49007529089665,2,3,904157.22,301385.74,1
C0653,Individual,Gerald,Adams,,2,4,1215543.15,303885.7875,1
C0654,Individual,Eric,Griffin,66.07802874743327,2,3,865293.89,288431.2966666667,1
C0655,Individual,Patricia,King,,1,3,1071763.22,357254.4066666667,1
C0656,Individual,Amber,Allen,49.319644079397676,5,4,1288383.38,322095.845,3
C0657,Individual,Alexander,Allen,,2,3,1258111.3199999998,419370.43999999994,3
C0658,Individual,Kelly,Green,,3,3,1122021.28,374007.0933333333,3
C0659,Individual,Sara,Foster,37.661875427789184,4,4,1000550.86,250137.715,1
C0660,Individual,Charles,Kim,34.81998631074607,4,3,1148308.35,382769.45,3
C0661,Individual,Deborah,Williams,,3,4,1627713.0499999998,406928.26249999995,3
C0662,Individual,Stephanie,Kim,,3,4,1520239.97,380059.9925,3
C0663,Individual,Anthony,Flores,68.33675564681725,2,4,1544313.34,386078.335,3
C0664,Individual,Lawrence,Wood,,5,4,1063024.57,265756.1425,1
C0665,Individual,Robert,Adams,,1,3,704886.02,234962.00666666668,1
C0666,Individual,Maria,Davis,77.65366187542779,1,4,1532074.27,383018.5675,3
C0667,Individual,Anthony,Mitchell,59.912388774811774,2,4,1486560.06,371640.015,3
C0668,Individual,Margaret,Peterson,,4,4,987175.01,246793.7525,1
C0669,Individual,Cheryl,Bell,,3,3,1366533.49,455511.16333333333,3
C0670,Company,Altira,Co,,4,3,1631973.5499999998,543991.1833333332,2
C0671,Individual,Jerry,Pierce,84.48733744010951,4,3,759678.12,253226.04,1
C0672,Individual,Amber,Williams,59.238877481177276,2,3,1301968.05,433989.35000000003,3
C0673,Individual,Janice,Hayes,,4,3,870503.9000000001,290167.96666666673,1
C0674,Individual,Judy,Turner,,4,4,1733438.52,433359.63,3
C0675,Individual,Andrea,Wright,,5,3,1117159.17,372386.38999999996,3
C0676,Individual,Lisa,Davis,83.98083504449008,2,3,1022396.03,340798.6766666667,1
C0677,Individual,Jerry,Miller,44.75564681724846,2,4,1217015.1099999999,304253.77749999997,1
C0678,Individual,Joseph,Watson,,4,3,904050.87,301350.29,1
C0679,Individual,Lisa,Patterson,61.50581793292265,1,4,1945371.6800000002,486342.92000000004,3
C0680,Individual,Andrew,Griffin,,2,4,1533727.71,383431.9275,3
C0681,Company,Helios,Co,,3,4,736696.97,184174.2425,2
C0682,Individual,Donald,Bennett,52.98015058179329,5,4,1436006.22,359001.555,3
C0683,Individual,Patrick,Jordan,,2,3,1216565.53,405521.8433333333,3
C0684,Individual,Donald,Miller,40.6652977412731,1,4,1402625.45,350656.3625,3
C0685,Individual,Sharon,Hansen,,5,3,1129835.06,376611.6866666667,3
C0686,Individual,Michael,Howard,,1,3,1250166.33,416722.11000000004,3
C0687,Individual,Susan,Long,67.41957563312799,3,4,1532604.0,383151.0,3
C0688,Individual,Kathleen,Howard,57.50034223134839,5,4,1093762.42,273440.605,1
C0689,Individual,Ann,Williams,,4,3,1051259.37,350419.79000000004,1
C0690,Individual,Janet,Stewart,40.73648186173853,4,4,1402023.24,350505.81,3
C0691,Individual,Kenneth,Bell,,4,4,948552.89,237138.2225,1
C0692,Individual,Adam,Roberts,,3,4,1206585.87,301646.4675,1
C0693,Individual,Jesse,Chavez,,5,4,1831502.92,457875.73,3
C0694,Company,Sterling,Co,,2,4,1287767.07,321941.7675,2
C0695,Individual,Timothy,Rogers,,4,3,870451.65,290150.55,1
C0696,Individual,Carol,Green,32.24914442162902,5,4,1417025.49,354256.3725,3
C0697,Individual,Bryan,Mitchell,39.592060232717316,4,4,1203571.2,300892.8,1
C0698,Individual,Maria,Scott,,2,4,1560635.51,390158.8775,3
C0699,Individual,Stephen,Bennett,,1,3,1292445.15,430815.05,3
C0700,Individual,Christine,Sanders,,5,3,724453.7,241484.56666666665,1
C0701,Individual,Danielle,Peterson,,1,4,1318537.76,329634.44,3
C0702,Individual,Nicholas,Flores,,5,3,1215022.0,405007.3333333333,3
C0703,Company,Elara,Co,,3,3,938073.5700000001,312691.19,2
